数据集,模型,缺失率,预测长度,mse,mae
ETTm1,DUET,30,720,0.6357283592224121,0.5672167539596558
ETTm1,DUET,50,96,0.5639836192131042,0.5172246694564819
ETTm1,DUET,50,96,0.5639836192131042,0.5172246694564819
ETTm1,DUET,50,192,0.6774536967277527,0.5752150416374207
ETTm1,DUET,50,192,0.6774536967277527,0.5752150416374207
ETTm1,DUET,50,336,0.7282812595367432,0.5930804014205933
ETTm1,DUET,50,336,0.7282812595367432,0.5930804014205933
ETTm1,DUET,50,720,0.8134427666664124,0.6387626528739929
ETTm1,DUET,50,720,0.8134427666664124,0.6387626528739929
ETTm1,DUET,80,96,1.9322978258132935,0.9697502255439758
ETTm1,DUET,80,96,1.9322978258132935,0.9697502255439758
ETTm1,DUET,80,192,2.066833734512329,1.0022797584533691
ETTm1,DUET,80,192,2.066833734512329,1.0022797584533691
ETTm1,DUET,80,336,2.2448925971984863,1.0520193576812744
ETTm1,DUET,80,336,2.2448925971984863,1.0520193576812744
ETTm1,DUET,80,720,2.291146755218506,1.0696086883544922
ETTm1,DUET,80,720,2.291146755218506,1.0696086883544922
ETTm1,SEED,0,96,0.39059004187583923,0.4105042815208435
ETTm1,SEED,0,192,0.4364227056503296,0.4418767988681793
ETTm1,SEED,0,336,0.49428418278694153,0.47902360558509827
ETTm1,SEED,0,720,0.5537674427032471,0.5224044919013977
ETTm1,SEED,5,96,0.3843369483947754,0.41178902983665466
ETTm1,SEED,5,192,0.4253688454627991,0.43598559498786926
ETTm1,SEED,5,336,0.48073580861091614,0.4726007282733917
ETTm1,SEED,5,720,0.5502256751060486,0.5187063217163086
ETTm1,SEED,10,96,0.3757592737674713,0.4103894829750061
ETTm1,SEED,10,192,0.421946257352829,0.43585166335105896
ETTm1,SEED,10,336,0.4797397255897522,0.4718634784221649
ETTm1,SEED,10,720,0.5444023609161377,0.5155219435691833
ETTm1,SEED,20,96,0.4038715660572052,0.4274548888206482
ETTm1,SEED,20,192,0.4430994689464569,0.4476173520088196
ETTm1,SEED,20,336,0.4947303831577301,0.4771784245967865
ETTm1,SEED,20,720,0.5630397796630859,0.5204629302024841
ETTm1,SEED,30,96,0.4123567044734955,0.4332144856452942
ETTm1,SEED,30,192,0.45947518944740295,0.45514819025993347
ETTm1,SEED,30,336,0.5152769088745117,0.48444637656211853
ETTm1,SEED,30,720,0.594043493270874,0.5346652269363403
ETTm1,SEED,50,96,0.5143167972564697,0.4849092364311218
ETTm1,SEED,50,192,0.5794118046760559,0.5108073353767395
ETTm1,SEED,50,336,0.640336275100708,0.5393860936164856
ETTm1,SEED,50,720,0.7572607398033142,0.6040107011795044
ETTm1,SEED,80,720,2.107269525527954,0.9975979328155518
ETTm1,TQNet,0,96,0.3776756823062897,0.40040820837020874
ETTm1,TQNet,0,192,0.4225175082683563,0.4283602833747864
ETTm1,TQNet,0,336,0.48380663990974426,0.46715354919433594
ETTm1,TQNet,0,720,0.5508646965026855,0.5163244605064392
ETTm1,TQNet,5,96,0.3637496531009674,0.3959895670413971
ETTm1,TQNet,5,192,0.41914087533950806,0.4287329912185669
ETTm1,TQNet,5,336,0.48046645522117615,0.46681681275367737
ETTm1,TQNet,5,720,0.5562987327575684,0.514519453048706
ETTm1,TQNet,10,96,0.36283236742019653,0.39993953704833984
ETTm1,TQNet,10,192,0.4145815372467041,0.4292941093444824
ETTm1,TQNet,10,336,0.47483229637145996,0.4648117125034332
ETTm1,TQNet,10,720,0.5489242076873779,0.5090109705924988
ETTm1,TQNet,20,96,0.3848210871219635,0.4140331745147705
ETTm1,TQNet,20,192,0.4359090328216553,0.4426206946372986
ETTm1,TQNet,20,336,0.49561864137649536,0.4742666780948639
ETTm1,TQNet,20,720,0.5633446574211121,0.5180743336677551
ETTm1,TQNet,30,96,0.39290863275527954,0.4225449562072754
ETTm1,TQNet,30,192,0.4526115357875824,0.4517310559749603
ETTm1,TQNet,30,336,0.512931764125824,0.4833957850933075
ETTm1,TQNet,30,720,0.5744297504425049,0.524010181427002
ETTm1,TQNet,50,96,0.5117766857147217,0.4873482882976532
ETTm1,TQNet,50,192,0.5746719837188721,0.5111173391342163
ETTm1,TQNet,50,336,0.6398862600326538,0.5415645241737366
ETTm1,TQNet,50,720,0.7197823524475098,0.5860399603843689
ETTm1,TQNet,80,96,1.4085216522216797,0.7999911904335022
ETTm1,TQNet,80,192,1.550140619277954,0.8371467590332031
ETTm1,TQNet,80,336,1.6873029470443726,0.8779732584953308
ETTm1,TQNet,80,720,1.878440260887146,0.9379231333732605
ETTm1,TimeFilter,0,96,0.3904407024383545,0.4049052894115448
ETTm1,TimeFilter,0,192,0.44350796937942505,0.4386262595653534
ETTm1,TimeFilter,0,336,0.4981631338596344,0.47463512420654297
ETTm1,TimeFilter,0,720,0.5632343292236328,0.5144428610801697
ETTm1,TimeFilter,5,96,0.3783351182937622,0.40572381019592285
ETTm1,TimeFilter,5,192,0.42580747604370117,0.43210119009017944
ETTm1,TimeFilter,5,336,0.48600471019744873,0.46812114119529724
ETTm1,TimeFilter,5,720,0.5565117597579956,0.5116736888885498
ETTm1,TimeFilter,10,96,0.36441770195961,0.4009169042110443
ETTm1,TimeFilter,10,192,0.4173828363418579,0.42924964427948
ETTm1,TimeFilter,10,336,0.47613632678985596,0.4630310535430908
ETTm1,TimeFilter,10,720,0.5520825386047363,0.5103647708892822
ETTm1,TimeFilter,20,96,0.38792821764945984,0.4163879156112671
ETTm1,TimeFilter,20,192,0.4372601807117462,0.441314697265625
ETTm1,TimeFilter,20,336,0.4929059147834778,0.4717440605163574
ETTm1,TimeFilter,20,720,0.5649710893630981,0.5143414735794067
ETTm1,TimeFilter,30,96,0.40036138892173767,0.42584916949272156
ETTm1,TimeFilter,30,192,0.4552566111087799,0.450753778219223
ETTm1,TimeFilter,30,336,0.5129875540733337,0.4796641767024994
ETTm1,TimeFilter,30,720,0.5898464322090149,0.5269200205802917
ETTm1,TimeFilter,50,96,0.5059217214584351,0.478768914937973
ETTm1,TimeFilter,50,192,0.5795605778694153,0.5078752636909485
ETTm1,TimeFilter,50,336,0.6486210823059082,0.5391415953636169
ETTm1,TimeFilter,50,720,0.7527907490730286,0.5953716039657593
ETTm1,TimeFilter,80,96,1.5757466554641724,0.8186706304550171
ETTm1,TimeFilter,80,192,1.7246692180633545,0.8573917746543884
ETTm1,TimeFilter,80,336,1.8719679117202759,0.9007560014724731
ETTm1,TimeFilter,80,720,2.126011848449707,0.9888503551483154
ETTm1,v1,0,96,0.3853369653224945,0.4043304920196533
ETTm1,v1,0,96,0.3910329043865204,0.4033811688423157
ETTm1,v1,0,192,0.44780296087265015,0.44246307015419006
ETTm1,v1,0,192,0.45148766040802,0.44154003262519836
ETTm1,v1,0,336,0.5069257616996765,0.47420504689216614
ETTm1,v1,0,336,0.5084888935089111,0.47815465927124023
ETTm1,v1,0,720,0.5756428837776184,0.52522212266922
ETTm1,v1,0,720,0.5799763202667236,0.525545597076416
ETTm1,v1,5,96,0.3706735670566559,0.398574560880661
ETTm1,v1,5,96,0.3875381052494049,0.410434365272522
ETTm1,v1,5,192,0.4288572072982788,0.43256860971450806
ETTm1,v1,5,192,0.433898389339447,0.43533843755722046
ETTm1,v1,5,336,0.5076414942741394,0.47493356466293335
ETTm1,v1,5,336,0.49148857593536377,0.46992313861846924
ETTm1,v1,5,720,0.5516298413276672,0.5142567157745361
ETTm1,v1,5,720,0.5530064702033997,0.5118157863616943
ETTm1,v1,10,96,0.38277891278266907,0.41207581758499146
ETTm1,v1,10,96,0.37263545393943787,0.4047703444957733
ETTm1,v1,10,192,0.4121602773666382,0.4285259544849396
ETTm1,v1,10,192,0.41653305292129517,0.4328500032424927
ETTm1,v1,10,336,0.4832697808742523,0.46744808554649353
ETTm1,v1,10,336,0.480287104845047,0.46526703238487244
ETTm1,v1,10,720,0.545354962348938,0.5121826529502869
ETTm1,v1,10,720,0.5540394186973572,0.5163576006889343
ETTm1,v1,20,96,0.39266443252563477,0.41723525524139404
ETTm1,v1,20,96,0.3864904046058655,0.4154922068119049
ETTm1,v1,20,192,0.4289996922016144,0.43808412551879883
ETTm1,v1,20,192,0.43048885464668274,0.43813732266426086
ETTm1,v1,20,336,0.48167937994003296,0.4671272933483124
ETTm1,v1,20,336,0.49187177419662476,0.4744976758956909
ETTm1,v1,20,720,0.5601462721824646,0.5190649628639221
ETTm1,v1,20,720,0.5522598028182983,0.5138981342315674
ETTm1,v1,30,96,0.4071387052536011,0.42954954504966736
ETTm1,v1,30,96,0.3995140492916107,0.42255619168281555
ETTm1,v1,30,192,0.46196675300598145,0.4588361084461212
ETTm1,v1,30,192,0.44541481137275696,0.4522331953048706
ETTm1,v1,30,336,0.5143489837646484,0.4879361093044281
ETTm1,v1,30,336,0.5092180371284485,0.4857369065284729
ETTm1,v1,30,720,0.5800274610519409,0.5297430753707886
ETTm1,v1,30,720,0.5707055926322937,0.5251889228820801
ETTm1,v1,50,96,0.5042349100112915,0.48359444737434387
ETTm1,v1,50,96,0.4772701859474182,0.46735668182373047
ETTm1,v1,50,192,0.5597073435783386,0.5057104825973511
ETTm1,v1,50,192,0.5553441047668457,0.5046764016151428
ETTm1,v1,50,336,0.6270613074302673,0.5389836430549622
ETTm1,v1,50,336,0.6409271955490112,0.5458930134773254
ETTm1,v1,50,720,0.7340773344039917,0.594903826713562
ETTm1,v1,50,720,0.7324654459953308,0.59543377161026
ETTm1,v1,80,96,1.3794419765472412,0.7933400273323059
ETTm1,v1,80,96,1.391018033027649,0.792219340801239
ETTm1,v1,80,192,1.5877727270126343,0.8508799076080322
ETTm1,v1,80,192,1.5350806713104248,0.8283518552780151
ETTm1,v1,80,336,1.6635936498641968,0.8691350817680359
ETTm1,v1,80,336,1.6853678226470947,0.8788871169090271
ETTm1,v1,80,720,1.8795276880264282,0.9381643533706665
ETTm1,v1,80,720,1.952531099319458,0.9637984037399292
ETTm2,DUET,0,96,0.1244242936372757,0.24272681772708893
ETTm2,DUET,0,96,0.1244242936372757,0.24272681772708893
ETTm2,DUET,0,192,0.15757906436920166,0.2698650360107422
ETTm2,DUET,0,192,0.15757906436920166,0.2698650360107422
ETTm2,DUET,0,336,0.19513770937919617,0.3009047508239746
ETTm2,DUET,0,336,0.19513770937919617,0.3009047508239746
ETTm2,DUET,0,720,0.2820926606655121,0.3641541004180908
ETTm2,DUET,0,720,0.2820926606655121,0.3641541004180908
ETTm2,DUET,5,96,0.11580585688352585,0.2432042807340622
ETTm2,DUET,5,96,0.11580585688352585,0.2432042807340622
ETTm2,DUET,5,192,0.1353110522031784,0.2614695429801941
ETTm2,DUET,5,192,0.1353110522031784,0.2614695429801941
ETTm2,DUET,5,336,0.15989074110984802,0.2778289318084717
ETTm2,DUET,5,336,0.15989074110984802,0.2778289318084717
ETTm2,DUET,5,720,0.2053551971912384,0.3152742087841034
ETTm2,DUET,5,720,0.2053551971912384,0.3152742087841034
ETTm2,DUET,10,96,0.11435064673423767,0.2469813972711563
ETTm2,DUET,10,96,0.11435064673423767,0.2469813972711563
ETTm2,DUET,10,192,0.1304069459438324,0.26279962062835693
ETTm2,DUET,10,192,0.1304069459438324,0.26279962062835693
ETTm2,DUET,10,336,0.151647686958313,0.28194600343704224
ETTm2,DUET,10,336,0.151647686958313,0.28194600343704224
ETTm2,DUET,10,720,0.18888826668262482,0.3130049407482147
ETTm2,DUET,10,720,0.18888826668262482,0.3130049407482147
ETTm2,DUET,20,96,0.18839392066001892,0.3169736862182617
ETTm2,DUET,20,96,0.18839392066001892,0.3169736862182617
ETTm2,DUET,20,192,0.20149925351142883,0.32957980036735535
ETTm2,DUET,20,192,0.20149925351142883,0.32957980036735535
ETTm2,DUET,20,336,0.12704262137413025,0.25709158182144165
ETTm2,DUET,20,336,0.12704262137413025,0.25709158182144165
ETTm2,DUET,20,720,0.2482382208108902,0.37128183245658875
ETTm2,DUET,20,720,0.2482382208108902,0.37128183245658875
ETTm2,DUET,30,96,0.09696253389120102,0.22921693325042725
ETTm2,DUET,30,96,0.09696253389120102,0.22921693325042725
ETTm2,DUET,30,192,0.1167118102312088,0.24967077374458313
ETTm2,DUET,30,192,0.1167118102312088,0.24967077374458313
ETTm2,DUET,30,336,0.12205073982477188,0.25094881653785706
ETTm2,DUET,30,336,0.12205073982477188,0.25094881653785706
ETTm2,DUET,30,720,0.3886760473251343,0.45121654868125916
ETTm2,DUET,30,720,0.3886760473251343,0.45121654868125916
ETTm2,DUET,50,96,0.1143576055765152,0.24852558970451355
ETTm2,DUET,50,96,0.1143576055765152,0.24852558970451355
ETTm2,DUET,50,192,0.12929515540599823,0.26244115829467773
ETTm2,DUET,50,192,0.12929515540599823,0.26244115829467773
ETTm2,DUET,50,336,0.15660719573497772,0.2866142988204956
ETTm2,DUET,50,336,0.15660719573497772,0.2866142988204956
ETTm2,DUET,50,720,0.18608683347702026,0.3157821595668793
ETTm2,DUET,50,720,0.18608683347702026,0.3157821595668793
ETTm2,DUET,80,96,0.6658589243888855,0.5297064781188965
ETTm2,DUET,80,96,0.6658589243888855,0.5297064781188965
ETTm2,DUET,80,192,0.631059467792511,0.5294549465179443
ETTm2,DUET,80,192,0.631059467792511,0.5294549465179443
ETTm2,DUET,80,336,0.7384403944015503,0.5543568134307861
ETTm2,DUET,80,336,0.7384403944015503,0.5543568134307861
ETTm2,DUET,80,720,0.8710016012191772,0.6027154326438904
ETTm2,DUET,80,720,0.8710016012191772,0.6027154326438904
ETTm2,SEED,0,96,0.11397790908813477,0.22908291220664978
ETTm2,SEED,0,192,0.14676161110401154,0.2607755959033966
ETTm2,SEED,0,336,0.186034694314003,0.29282599687576294
ETTm2,SEED,0,720,0.2396591454744339,0.33214446902275085
ETTm2,SEED,5,96,0.09922730177640915,0.2191639393568039
ETTm2,SEED,5,336,0.14994357526302338,0.26859962940216064
ETTm2,SEED,5,720,0.19537107646465302,0.3073611557483673
ETTm2,SEED,10,96,0.08735420554876328,0.2077571004629135
ETTm2,SEED,10,192,0.10573815554380417,0.2298160344362259
ETTm2,SEED,10,336,0.1286514699459076,0.25136566162109375
ETTm2,SEED,10,720,0.1660691201686859,0.2864140272140503
ETTm2,SEED,20,96,0.08874988555908203,0.21281689405441284
ETTm2,SEED,20,192,0.10524097830057144,0.23197385668754578
ETTm2,SEED,20,336,0.12445373088121414,0.2525862455368042
ETTm2,SEED,20,720,0.1601106822490692,0.28872692584991455
ETTm2,SEED,30,96,0.10868789255619049,0.23393061757087708
ETTm2,SEED,30,192,0.12272495776414871,0.25045156478881836
ETTm2,SEED,30,336,0.1387506127357483,0.2672242522239685
ETTm2,SEED,30,720,0.1734762191772461,0.3011152446269989
ETTm2,SEED,50,96,0.1699570119380951,0.29613953828811646
ETTm2,SEED,50,192,0.17269182205200195,0.2984647750854492
ETTm2,SEED,50,336,0.1981157660484314,0.32076209783554077
ETTm2,SEED,50,720,0.22870442271232605,0.34922969341278076
ETTm2,SEED,80,96,0.33217620849609375,0.38540804386138916
ETTm2,SEED,80,192,0.383412629365921,0.4167863130569458
ETTm2,SEED,80,336,0.44183865189552307,0.45610207319259644
ETTm2,SEED,80,720,0.5455352067947388,0.49942219257354736
ETTm2,TQNet,0,96,0.11763526499271393,0.22771477699279785
ETTm2,TQNet,0,192,0.15056964755058289,0.2609553337097168
ETTm2,TQNet,0,336,0.18811096251010895,0.29060453176498413
ETTm2,TQNet,0,720,0.23568180203437805,0.32732710242271423
ETTm2,TQNet,5,96,0.09942379593849182,0.2151111215353012
ETTm2,TQNet,5,192,0.12223270535469055,0.23981885612010956
ETTm2,TQNet,5,336,0.15235480666160583,0.26876235008239746
ETTm2,TQNet,5,720,0.19557158648967743,0.3055313229560852
ETTm2,TQNet,10,96,0.08378099650144577,0.19946818053722382
ETTm2,TQNet,10,192,0.10424874722957611,0.22437016665935516
ETTm2,TQNet,10,336,0.12700307369232178,0.2476162165403366
ETTm2,TQNet,10,720,0.16597183048725128,0.28525471687316895
ETTm2,TQNet,20,96,0.08117996901273727,0.19877855479717255
ETTm2,TQNet,20,192,0.10032270848751068,0.22306481003761292
ETTm2,TQNet,20,336,0.11836638301610947,0.24194765090942383
ETTm2,TQNet,20,720,0.15703557431697845,0.2802804112434387
ETTm2,TQNet,30,96,0.09016966074705124,0.21098864078521729
ETTm2,TQNet,30,192,0.10635825246572495,0.23045951128005981
ETTm2,TQNet,30,336,0.12479303032159805,0.25108760595321655
ETTm2,TQNet,30,720,0.16411998867988586,0.28725817799568176
ETTm2,TQNet,50,96,0.12713171541690826,0.2505802512168884
ETTm2,TQNet,50,192,0.14946816861629486,0.2674105167388916
ETTm2,TQNet,50,336,0.16103607416152954,0.2811732888221741
ETTm2,TQNet,50,720,0.20624284446239471,0.3194456994533539
ETTm2,TQNet,80,96,0.296876460313797,0.34854987263679504
ETTm2,TQNet,80,192,0.33034926652908325,0.37182679772377014
ETTm2,TQNet,80,336,0.4125334322452545,0.4159810245037079
ETTm2,TQNet,80,720,0.5083335041999817,0.4630042612552643
ETTm2,TimeFilter,0,96,0.11750029772520065,0.23300188779830933
ETTm2,TimeFilter,0,192,0.14682431519031525,0.26103585958480835
ETTm2,TimeFilter,0,336,0.18223491311073303,0.2905872166156769
ETTm2,TimeFilter,0,720,0.23922038078308105,0.33154061436653137
ETTm2,TimeFilter,5,96,0.10189587622880936,0.22148564457893372
ETTm2,TimeFilter,5,192,0.12428848445415497,0.24572347104549408
ETTm2,TimeFilter,5,336,0.15175467729568481,0.26908111572265625
ETTm2,TimeFilter,5,720,0.19660574197769165,0.3061419129371643
ETTm2,TimeFilter,10,96,0.09025534987449646,0.2113189846277237
ETTm2,TimeFilter,10,192,0.10735825449228287,0.23151078820228577
ETTm2,TimeFilter,10,336,0.13067269325256348,0.2530006468296051
ETTm2,TimeFilter,10,720,0.16629242897033691,0.2850007116794586
ETTm2,TimeFilter,20,96,0.09401175379753113,0.21853916347026825
ETTm2,TimeFilter,20,192,0.10886646807193756,0.2355804443359375
ETTm2,TimeFilter,20,336,0.1268853098154068,0.2535509765148163
ETTm2,TimeFilter,20,720,0.15698949992656708,0.28456082940101624
ETTm2,TimeFilter,30,96,0.11142829060554504,0.23603881895542145
ETTm2,TimeFilter,30,192,0.1240808367729187,0.2505597472190857
ETTm2,TimeFilter,30,336,0.1397620588541031,0.2652764618396759
ETTm2,TimeFilter,30,720,0.17155961692333221,0.2974384129047394
ETTm2,TimeFilter,50,96,0.15285640954971313,0.2745823562145233
ETTm2,TimeFilter,50,192,0.16756227612495422,0.28874292969703674
ETTm2,TimeFilter,50,336,0.1897563338279724,0.3057324290275574
ETTm2,TimeFilter,50,720,0.23038697242736816,0.34390532970428467
ETTm2,TimeFilter,80,96,0.2944440543651581,0.35982242226600647
ETTm2,TimeFilter,80,192,0.31296318769454956,0.3715568780899048
ETTm2,TimeFilter,80,336,0.3701542615890503,0.4048672318458557
ETTm2,TimeFilter,80,720,0.848636269569397,0.6230466365814209
ETTm2,v1,0,96,0.11939778923988342,0.2299353927373886
ETTm2,v1,0,96,0.11528234928846359,0.22843186557292938
ETTm2,v1,0,192,0.1506163328886032,0.2630009949207306
ETTm2,v1,0,192,0.14831799268722534,0.261058509349823
ETTm2,v1,0,336,0.18828795850276947,0.29420867562294006
ETTm2,v1,0,336,0.18598824739456177,0.28890761733055115
ETTm2,v1,0,720,0.2394132912158966,0.3316168189048767
ETTm2,v1,0,720,0.24325083196163177,0.33345457911491394
ETTm2,v1,5,96,0.09765559434890747,0.21185575425624847
ETTm2,v1,5,96,0.09920332580804825,0.2169966995716095
ETTm2,v1,5,192,0.11859530210494995,0.23659174144268036
ETTm2,v1,5,192,0.12039131671190262,0.23845145106315613
ETTm2,v1,5,336,0.15272016823291779,0.26773446798324585
ETTm2,v1,5,336,0.14979730546474457,0.2663915455341339
ETTm2,v1,5,720,0.19035063683986664,0.30301162600517273
ETTm2,v1,5,720,0.19059772789478302,0.30187201499938965
ETTm2,v1,10,96,0.08383770287036896,0.20225057005882263
ETTm2,v1,10,96,0.0842009112238884,0.20205248892307281
ETTm2,v1,10,192,0.10111252218484879,0.2236558496952057
ETTm2,v1,10,192,0.10335297137498856,0.22677595913410187
ETTm2,v1,10,336,0.12691715359687805,0.24867866933345795
ETTm2,v1,10,336,0.1280646175146103,0.25077635049819946
ETTm2,v1,10,720,0.16933892667293549,0.2888413071632385
ETTm2,v1,10,720,0.1640295833349228,0.2835116386413574
ETTm2,v1,20,96,0.0758640393614769,0.19569240510463715
ETTm2,v1,20,96,0.07910191267728806,0.20074623823165894
ETTm2,v1,20,192,0.09150805324316025,0.21526744961738586
ETTm2,v1,20,192,0.09388849884271622,0.2181844264268875
ETTm2,v1,20,336,0.11412923038005829,0.24021662771701813
ETTm2,v1,20,336,0.11050611734390259,0.2335716038942337
ETTm2,v1,20,720,0.1492362767457962,0.27302286028862
ETTm2,v1,20,720,0.14941440522670746,0.2757146656513214
ETTm2,v1,30,96,0.07733907550573349,0.19693440198898315
ETTm2,v1,30,96,0.07516377419233322,0.19263756275177002
ETTm2,v1,30,192,0.08955211192369461,0.21094347536563873
ETTm2,v1,30,192,0.10116779059171677,0.22853843867778778
ETTm2,v1,30,336,0.11691126227378845,0.246306374669075
ETTm2,v1,30,336,0.11085110902786255,0.234371155500412
ETTm2,v1,30,720,0.14602912962436676,0.2698327898979187
ETTm2,v1,30,720,0.15649260580539703,0.2812395691871643
ETTm2,v1,50,96,0.08445726335048676,0.20846618711948395
ETTm2,v1,50,96,0.08391455560922623,0.20821025967597961
ETTm2,v1,50,192,0.09807173907756805,0.22377485036849976
ETTm2,v1,50,192,0.10272181034088135,0.2308085560798645
ETTm2,v1,50,336,0.12163177877664566,0.2484855055809021
ETTm2,v1,50,336,0.12138134986162186,0.24785755574703217
ETTm2,v1,50,720,0.15994901955127716,0.28702548146247864
ETTm2,v1,50,720,0.1699916273355484,0.29345375299453735
ETTm2,v1,80,96,0.2556827664375305,0.33590176701545715
ETTm2,v1,80,96,0.2813977897167206,0.35070323944091797
ETTm2,v1,80,192,0.3010677993297577,0.3716461658477783
ETTm2,v1,80,192,0.33417946100234985,0.38851937651634216
ETTm2,v1,80,336,0.3695090115070343,0.4018121063709259
ETTm2,v1,80,336,0.39915862679481506,0.4151066541671753
ETTm2,v1,80,720,0.45543015003204346,0.4499422311782837
ETTm2,v1,80,720,0.4410042464733124,0.4451703429222107
PEMS03,DUET,0,12,0.13817837834358215,0.28684788942337036
PEMS03,DUET,0,24,0.20386314392089844,0.3480534851551056
PEMS03,DUET,0,48,0.255328506231308,0.3721850514411926
PEMS03,DUET,5,12,0.13817837834358215,0.28684788942337036
PEMS03,DUET,5,24,0.20386314392089844,0.3480534851551056
PEMS03,DUET,5,48,0.255328506231308,0.3721850514411926
PEMS03,DUET,10,12,0.13817837834358215,0.28684788942337036
PEMS03,DUET,10,24,0.20386314392089844,0.3480534851551056
PEMS03,DUET,10,48,0.255328506231308,0.3721850514411926
PEMS03,DUET,20,12,0.13817837834358215,0.28684788942337036
PEMS03,DUET,20,24,0.20386314392089844,0.3480534851551056
PEMS03,DUET,20,48,0.255328506231308,0.3721850514411926
PEMS03,DUET,30,12,0.13817837834358215,0.28684788942337036
PEMS03,DUET,30,24,0.20386314392089844,0.3480534851551056
PEMS03,DUET,30,48,0.255328506231308,0.3721850514411926
PEMS03,DUET,50,12,0.13817837834358215,0.28684788942337036
PEMS03,DUET,50,24,0.20386314392089844,0.3480534851551056
PEMS03,DUET,50,48,0.255328506231308,0.3721850514411926
PEMS03,DUET,80,12,0.13817837834358215,0.28684788942337036
PEMS03,DUET,80,24,0.20386314392089844,0.3480534851551056
PEMS03,DUET,80,48,0.255328506231308,0.3721850514411926
PEMS03,SEED,0,12,0.05936379358172417,0.1601671278476715
PEMS03,SEED,0,24,0.07740160822868347,0.18212752044200897
PEMS03,SEED,0,48,0.10989995300769806,0.2182048112154007
PEMS03,SEED,5,12,0.05936379358172417,0.1601671278476715
PEMS03,SEED,5,24,0.07740160822868347,0.18212752044200897
PEMS03,SEED,5,48,0.10989995300769806,0.2182048112154007
PEMS03,SEED,10,12,0.05936379358172417,0.1601671278476715
PEMS03,SEED,10,24,0.07740160822868347,0.18212752044200897
PEMS03,SEED,10,48,0.10989995300769806,0.2182048112154007
PEMS03,SEED,20,12,0.05936379358172417,0.1601671278476715
PEMS03,TQNet,0,12,0.06039419025182724,0.16281504929065704
PEMS03,TQNet,0,24,0.07749619334936142,0.18424952030181885
PEMS03,TQNet,0,48,0.10736348479986191,0.21592408418655396
PEMS03,TQNet,5,12,0.06039419025182724,0.16281504929065704
PEMS03,TQNet,5,24,0.07749619334936142,0.18424952030181885
PEMS03,TQNet,5,48,0.10736348479986191,0.21592408418655396
PEMS03,TQNet,10,12,0.06039419025182724,0.16281504929065704
PEMS03,TQNet,10,24,0.07749619334936142,0.18424952030181885
PEMS03,TQNet,10,48,0.10736348479986191,0.21592408418655396
PEMS03,TQNet,20,12,0.08439771831035614,0.17606154084205627
PEMS03,TQNet,20,24,0.08602390438318253,0.19441208243370056
PEMS03,TQNet,20,48,0.1284235715866089,0.23573338985443115
PEMS03,TQNet,30,12,0.08439771831035614,0.17606154084205627
PEMS03,TQNet,30,24,0.08602390438318253,0.19441208243370056
PEMS03,TQNet,30,48,0.1284235715866089,0.23573338985443115
PEMS03,TQNet,50,12,0.08439771831035614,0.17606154084205627
PEMS03,TQNet,50,24,0.08602390438318253,0.19441208243370056
PEMS03,TQNet,50,48,0.1284235715866089,0.23573338985443115
PEMS03,TQNet,80,12,0.08439771831035614,0.17606154084205627
PEMS03,TQNet,80,24,0.08602390438318253,0.19441208243370056
PEMS03,TQNet,80,48,0.1284235715866089,0.23573338985443115
PEMS03,v1,0,12,0.07031840085983276,0.17771384119987488
PEMS03,v1,0,24,0.09433110058307648,0.20554441213607788
PEMS03,v1,0,48,0.15235590934753418,0.2608315348625183
PEMS03,v1,5,12,0.07025673240423203,0.17764891684055328
PEMS03,v1,5,24,0.09433082491159439,0.20556862652301788
PEMS03,v1,5,48,0.1523621678352356,0.26082688570022583
PEMS03,v1,10,12,0.07026910781860352,0.17765820026397705
PEMS03,v1,10,24,0.09431612491607666,0.20557144284248352
PEMS03,v1,10,48,0.15241742134094238,0.2609075903892517
PEMS03,v1,20,12,0.07031316310167313,0.17772045731544495
PEMS03,v1,20,24,0.09433610737323761,0.20557403564453125
PEMS03,v1,20,48,0.15249040722846985,0.26093631982803345
PEMS03,v1,30,12,0.0702906996011734,0.17766332626342773
PEMS03,v1,30,24,0.09430787712335587,0.20557834208011627
PEMS03,v1,30,48,0.15239432454109192,0.2608567178249359
PEMS03,v1,50,12,0.07028461247682571,0.17765860259532928
PEMS03,v1,50,24,0.09430453181266785,0.20553408563137054
PEMS03,v1,50,48,0.1523686796426773,0.26084092259407043
PEMS03,v1,80,12,0.07031232118606567,0.17771081626415253
PEMS03,v1,80,24,0.09431491047143936,0.2055409997701645
PEMS03,v1,80,48,0.15241865813732147,0.2608822286128998
PEMS04,DUET,0,12,0.13956502079963684,0.28361791372299194
PEMS04,DUET,0,24,0.2473316490650177,0.3795359432697296
PEMS04,DUET,0,48,0.3263803720474243,0.4287010431289673
PEMS04,DUET,5,12,0.13956502079963684,0.28361791372299194
PEMS04,DUET,5,24,0.2473316490650177,0.3795359432697296
PEMS04,DUET,5,48,0.3263803720474243,0.4287010431289673
PEMS04,DUET,10,12,0.13956502079963684,0.28361791372299194
PEMS04,DUET,10,24,0.2473316490650177,0.3795359432697296
PEMS04,DUET,10,48,0.3263803720474243,0.4287010431289673
PEMS04,DUET,20,12,0.13956502079963684,0.28361791372299194
PEMS04,DUET,20,24,0.2473316490650177,0.3795359432697296
PEMS04,DUET,50,12,0.13956502079963684,0.28361791372299194
